"","V1","V2","V3","V4","V5","V6","V7"
"1",1,0.0749661432782943,0.366115743031019,-0.214684072078303,0.0801963674053489,0.411315588454342,-0.235338916270369
"2",2,0.527976486742933,-1.03492681381644,0.047439285510048,0.535851941148574,-1.04420325810352,0.049054925969896
"3",3,-0.770740814400951,-1.04125714459017,1.34905430996102,-0.838199201193726,-1.0895011133884,1.3190502446915
"4",4,-0.389922234490851,-0.396480174280718,-0.982220130799356,-0.37007779915311,-0.370571102459833,-0.977815116405916
"5",5,0.393040720536783,-0.0997709131021635,0.281764040438818,0.400949109363274,-0.12246074429412,0.285522620477442
"6",6,-0.290516199676457,0.399421121949395,-0.763608851346659,-0.259510562589249,0.377030285786121,-0.817768956499137
"7",7,1.45675524173926,-0.349804060060378,0.777118293160378,1.68565434738583,-0.334574321037534,0.722600006940977
"8",8,0.372059601200528,-0.248826033565639,-1.70580861218629,0.352735509572258,-0.271759104897193,-1.72612495456001
"9",9,-0.644032659540997,-0.973490705397546,0.516298189123042,-0.644753856461932,-0.893541496292528,0.464446186491167
"10",10,-0.35105954819463,0.761443772695837,-1.43007803852055,-0.353998776189496,0.869151140876574,-1.44956183351867
"11",11,-0.122217404552178,-1.52418753426003,-1.60083267037219,-0.114269260027017,-1.58947156241477,-1.59979160780815
"12",12,0.607817927750041,-0.858460637762354,-1.82878359278165,0.594819921982195,-0.752139069258526,-1.74876850891849
"13",13,-0.190388935734801,1.1305564695676,-0.988877314219066,-0.237097474416191,1.09425294196946,-0.96072224884029
"14",14,1.05831287559608,-1.6333958569701,-0.32218826804116,1.04462752740471,-1.90352302444894,-0.331980961203791
"15",15,0.0551553202483744,0.612255479915773,-0.18237028257431,0.0605526531808931,0.594722603427566,-0.183673993313051
"16",16,1.11386139472614,-0.220115815791195,-0.773211623895546,1.01284596054123,-0.217195007910229,-0.748418681641527
"17",17,-0.811754616552762,0.00594461486154992,-0.923554916474777,-0.760185625778079,0.00656585563033183,-0.8983246643986
"18",18,-1.30056548737232,0.21212570316663,-0.407114690596689,-1.28017616400009,0.229517201761836,-0.412626122057796
