"","V1","V2","V3","V4","V5","V6","V7"
"1",1,-0.533362189273047,1.752351865136,-0.735920131451607,-0.527386605609527,1.74370637913663,-0.733495543492456
"2",2,-0.76795712151981,-0.86569850729665,-1.39714871982691,-0.811252184740523,-0.875291660361744,-1.40592764719554
"3",3,0.398148423540811,-0.835464430641639,0.738296740882997,0.407883718234655,-0.840385716532055,0.744779474896338
"4",4,-1.7599162046375,-0.295341971295127,-0.414926680442392,-1.71981612905482,-0.293443532709438,-0.412801000205343
"5",5,0.381008601623725,-0.670585918581354,-0.395114574569231,0.38235430618252,-0.669245331236729,-0.395783955473698
"6",6,-0.767639040499213,0.582896253912455,0.0150623605986583,-0.773715433318094,0.584598853703655,0.0150575953664526
"7",7,1.6900337224358,-0.074666271260425,-0.535730433824047,1.6835444502248,-0.0747013850521634,-0.535559238195105
"8",8,1.04641678800692,-0.224541508150149,-2.48808997361858,1.08057566412136,-0.223125588672323,-2.4889833419596
"9",9,0.173386992819566,-1.46446514305928,0.983828152011985,0.173298278967935,-1.48378238549777,0.979694285667405
"10",10,-1.26221257950504,0.119520422097442,-1.65560928021499,-1.25210493419536,0.119408522128929,-1.65991735546772
"11",11,-0.554597523921078,-0.791866043496872,-2.05023434381074,-0.541938104621218,-0.78245775152411,-2.04334189964862
"12",12,1.20826885701309,-1.00363157585609,-0.930648479583612,1.20989162909279,-1.00158220906248,-0.936485340399795
"13",13,0.56649395112113,0.54340052711189,-1.24888195913874,0.548859368981019,0.532166135523672,-1.24436819995042
"14",14,-0.397511242971031,-3.02676543884072,-0.0986955984902793,-0.38605538782742,-2.97660737420841,-0.0986696206159361
"15",15,-0.133861080456094,0.889271339866669,-1.10932842204303,-0.136272351265657,0.894354390938701,-1.10812774078815
"16",16,1.23566128135517,0.772200969411787,-1.84593310278394,1.23845932442762,0.776505378218182,-1.84062741614538
"17",17,-0.550243195478459,-0.262025388338179,-1.49494355754015,-0.559337564869188,-0.265258463872148,-1.49610757075251
"18",18,-0.487127489025695,0.089333334486287,-0.242359288534506,-0.477517312788489,0.0890768510318746,-0.24392640743385
"19",19,0.375790114021524,0.375199366532558,-2.33222677587661,0.37315268869877,0.380276654355542,-2.31662029743877
"20",20,1.57231994860082,-0.806446678383314,-0.831705274570526,1.54705942253558,-0.803735506017345,-0.834908649191159
"21",21,-0.6582817028356,-0.0387159857151734,-0.424406388713231,-0.656948931635635,-0.0383412991826713,-0.420236006751593
"22",22,0.15587723659453,0.102200372260039,-2.00266629650697,0.156118134520457,0.102023340778739,-2.00927188422033
"23",23,-0.834782603273169,0.627252949189199,0.341134791718553,-0.81027577046075,0.617954727340487,0.339768229016783
"24",24,-0.472140113345898,-1.01259480159357,0.556294046494272,-0.476057924771753,-1.0109421137322,0.558231301647034
"25",25,-1.44453383801394,-1.7874932968377,-0.886434070185122,-1.50249954327957,-1.7924107526724,-0.885642787860375
"26",26,-1.52997661368903,-0.254392956182088,0.891630294506436,-1.53144908274867,-0.253846779447492,0.885875890777121
"27",27,1.54445875841616,0.841893801830156,1.35884673545125,1.59910226909332,0.845334385904186,1.36170571460398
"28",28,0.957083050727754,-0.99604039798607,-1.43416459101581,0.954840024741437,-0.999259093847014,-1.43483036224083
"29",29,-1.37133170320616,-1.24392002320705,-1.66963229988474,-1.33395508773098,-1.24585806867628,-1.66327569331021
"30",30,-1.30704607677467,-1.15528230465845,-0.23511406438087,-1.28539378274626,-1.16287744866427,-0.236791058898582
"31",31,0.752037937927375,-0.395801785394457,-0.810139997584107,0.765814051061303,-0.395486897068445,-0.808671744806846
"32",32,-0.221841658895028,2.85116717989789,0.154701178514023,-0.221969688594685,2.85666802511681,0.153712023922542
"33",33,1.21112548687953,0.15650842254986,-1.60493290470755,1.20349469145572,0.156361091494436,-1.59315338878237
"34",34,1.28402447630146,-0.535015542165309,0.418041233573149,1.21937265401925,-0.530237341673998,0.416763295524552
"35",35,-0.392420832341126,2.24671170182511,-0.059167670877297,-0.4034545136102,2.27872950963871,-0.0596677171842574
"36",36,0.609617421961053,1.10315880514872,-1.14749712530496,0.603529890409825,1.10532178813969,-1.15676349370163
"37",37,-0.0769229564119091,0.245093262894926,1.05292802028089,-0.0793244082227907,0.245773099053112,1.05033134414688
"38",38,-0.855836487483906,0.463878499512701,-0.719891013553803,-0.830172584241949,0.458651761822643,-0.723832457231143
"39",39,1.10124307755375,1.07283408644846,-0.569261267411884,1.10159555475861,1.06112598257045,-0.568263559660795
"40",40,-0.888957747400537,-0.604639433727332,0.278347053205534,-0.895565847188448,-0.613817843492625,0.279378196660537
"41",41,-2.26411279051656,-1.22794461623539,0.105784434052548,-2.24177850262769,-1.2167093044866,0.105647267489328
"42",42,1.42530727689986,1.70137488720537,0.26834264894051,1.43450001361101,1.70349707875323,0.267875109430301
"43",43,-1.04263860221328,0.284387403577045,1.89884598198584,-1.05607532898394,0.283424362192231,1.8911255087205
"44",44,3.28190359924458,-0.910085083183999,-0.560446602894239,3.19219682119922,-0.8909011431234,-0.55837770066347
"45",45,-1.55370028581688,-0.849761362922815,0.971841547432206,-1.52708981458876,-0.847005065708871,0.975119042596912
"46",46,0.552061391642902,-0.659990189797303,-0.521854759424612,0.528762125793626,-0.653333808464624,-0.522105249372628
"47",47,0.706257573231846,0.0415438511977018,0.684159406579373,0.729262558619989,0.0421758841806983,0.687000473044352
"48",48,0.343573322360546,-0.683188546120167,0.0693135548510926,0.341887126071414,-0.684855433407103,0.0694307214666979
"49",49,-1.28955800052138,-0.298523645702418,0.340809395319617,-1.2776123706437,-0.298834366594402,0.338830338452594
"50",50,2.4305045154477,1.29943134598078,-0.2468062085942,2.37632856081687,1.28037882358484,-0.244561881175222
"51",51,0.894161808787809,0.555658510386745,1.08715618234287,0.900427852756349,0.558769823862337,1.08665721743992
"52",52,0.682382933080738,0.283505524359893,0.511937155818258,0.675162216723941,0.279056141672831,0.511910324263083
"53",53,1.6350762258527,-1.48440248924521,-0.170047540978548,1.58233475274146,-1.47397995451677,-0.170133404915387
"54",54,0.546004231800502,-1.30328718702791,0.264742548654935,0.546871748299362,-1.29091244550791,0.264147817587712
"55",55,0.0434915335820439,-0.700645971130176,0.0943967261216699,0.0436695031308269,-0.699901839289502,0.0948225168688334
"56",56,1.13426010619713,-1.00439765037594,-1.26516794177269,1.11047232523813,-1.00352547207203,-1.2570326376907
"57",57,0.974618122967528,0.457855833130469,0.297011360401624,0.985693748646258,0.458142061308342,0.298830105400389
"58",58,-0.27974404168584,0.754792400438038,-0.461538628022689,-0.282825338884637,0.760750582344236,-0.462192921531129
"59",59,0.335628555082363,-0.398035168522264,0.482324947629513,0.34057458719519,-0.398460340988295,0.48283517439728
"60",60,0.202346866363409,0.397744939944208,-0.76652859145757,0.204835216512141,0.401286108906463,-0.771533343373386
"61",61,-0.18044213028831,1.23151523517425,0.32258469659172,-0.182482104485188,1.2418998263805,0.322396554318206
"62",62,0.277902532427972,-0.520583819235738,-1.19634178597884,0.280238750577647,-0.522708673160692,-1.19685074889507
"63",63,0.275831837974242,-0.724637005791317,-1.7818734045927,0.276843461360713,-0.730432535745026,-1.77310357378978
"64",64,1.36063701971365,1.38309853881073,0.211693144456681,1.33067770096108,1.38355280098369,0.212911590665917
"65",65,1.68199833041534,-0.387421543843205,1.46604468005882,1.70433576175537,-0.38787627440331,1.46534946706618
"66",66,-1.11369321452376,-0.206279842372203,1.26554674844851,-1.09754820810941,-0.206566491406754,1.26855681782504
"67",67,0.788365740439505,-0.0119824677442776,-0.490988885992931,0.781181017199889,-0.0120168806925368,-0.487971480776793
"68",68,0.318411347331157,-0.874856334994066,-0.7644117063726,0.314009912514508,-0.873676674962437,-0.762500533608451
"69",69,-0.310355184272222,-0.488323647969585,-0.328027565502572,-0.302849248495195,-0.486737169049276,-0.329396118067804
"70",70,1.43711725593177,1.00700045421915,0.343130016605667,1.44835491414771,1.0143944025791,0.34363419236862
"71",71,-1.15568673660428,-0.682556177945662,0.905431207249213,-1.18728627304713,-0.685429917384046,0.913293328539705
"72",72,0.0319814513806611,0.185435897532064,1.02916396641368,0.0316109110808751,0.185177277712143,1.02343045887154
"73",73,0.384356994996733,-0.343590703859964,-0.335672050165465,0.38035764333107,-0.346678486585549,-0.336725142246639
"74",74,0.588161814601594,1.4662493658403,-0.773188784555421,0.581637727100296,1.46060898084918,-0.775836852353
"75",75,0.0249059874898144,0.692164709547702,0.048438856873108,0.0248505343016408,0.688384792439474,0.0483284642031832
"76",76,0.792302079018706,-0.145547977317875,-0.397802190340095,0.820418534762099,-0.145591180421647,-0.398524238631979
"77",77,-0.48858053056703,-1.10143440073186,-0.121719354659638,-0.498009416659696,-1.10006878594369,-0.121845025990986
"78",78,-1.18139487780012,-0.483865274191519,-0.478861395869713,-1.15658362443059,-0.475756562821194,-0.478030435564288
"79",79,-0.679112581197779,-0.861226204454835,1.15835423189362,-0.664580004964551,-0.852820484364222,1.15559404209149
"80",80,0.528925924765284,1.8162544108198,0.148084541863638,0.527773695126568,1.80421441834103,0.148024477007136
"81",81,0.558006741095471,1.20453731890714,1.43497566085716,0.555067395908889,1.2124161176738,1.44212525617429
"82",82,0.875224013773491,1.31655359142062,0.0982432275344662,0.859285348328774,1.33305792587737,0.0982943400735963
"83",83,0.0862909030924149,-1.12735976323323,1.54833789964334,0.0859423761692805,-1.1238898816961,1.53867343345007
"84",84,-0.134723785600359,0.156559119761214,2.34782056024882,-0.134601766999204,0.154451742978249,2.34499217810724
"85",85,1.83170366310704,-0.381404237241865,0.302945917648519,1.81125034064072,-0.381133715336371,0.30172155620188
"86",86,-0.364884114789428,0.971248141383508,1.19365631661696,-0.351492132688746,0.969506425723682,1.19074805978141
"87",87,1.38635884280486,-0.87115958807735,-2.98985097669375,1.44288822654722,-0.871932559616782,-2.9922900433613
"88",88,1.52280643062645,-1.02275120426403,1.24945632133812,1.53387097728957,-1.02157771125209,1.25613104437835
"89",89,-0.569632290924165,-0.490242792030133,-0.0228549557662045,-0.579989858852025,-0.487835188803874,-0.0226492877559966
"90",90,-1.21199250988106,-0.0435681080849453,0.411645915632881,-1.1663555227338,-0.0431640780827964,0.409689835511937
"91",91,0.460777452541025,0.302192977230579,-0.296723671140196,0.462687382911432,0.305305199452255,-0.297182404205696
"92",92,-0.0561960237221542,-0.156135621421964,0.615085988671443,-0.0557858655734214,-0.15747822186559,0.617864923592992
"93",93,1.68375293198589,0.675587197821447,1.22457399014478,1.72547263477778,0.674257065204917,1.21761800610606
"94",94,0.191972160235978,-0.152569701175162,-0.266120124297147,0.187282594957903,-0.151672965296333,-0.264358216502053
"95",95,2.29798574840842,-1.70097412827188,-0.511665428345643,2.29759261290451,-1.70083674813457,-0.514278892777354
"96",96,3.02289170169548,0.922033997492922,0.409884298085904,3.04098698467107,0.920590528395633,0.410522560765234
